"","Ano","UF","classe","Sexo","Valor_Proj","Valor_Aferido","Comparativo"
"3873",2014,"RO","[75,80)","M",7820,7921,-0.0129156010230178
"3874",2014,"RO","[80,85)","M",4286.99999999999,4848,-0.130860741777468
"3875",2014,"RO","[85,90)","M",1986,2052,-0.0332326283987911
"3876",2014,"RO","90+","M",909,867,0.0462046204620467
"3877",2014,"RR","[0,5)","F",25609,24588,0.0398687961263618
"3878",2014,"RR","[05.10)","F",24918,23408,0.0605987639457427
"3879",2014,"RR","[10,15)","F",25312,24706,0.0239412136536046
"3880",2014,"RR","[15,20)","F",26082,25134,0.0363469059121237
"3881",2014,"RR","[20,25)","F",23825,22454,0.0575445960125921
"3882",2014,"RR","[25,30)","F",22813.9999999999,21848,0.0423424213202398
"3883",2014,"RR","[30,35)","F",22221,21610,0.0274965123081774
"3884",2014,"RR","[35,40)","F",18388,17582,0.0438329345225153
"3885",2014,"RR","[40,45)","F",14413,14317,0.00666065357663045
"3886",2014,"RR","[45,50)","F",11930,11626,0.0254819782062024
"3887",2014,"RR","[50,55)","F",9905,9838,0.00676426047450801
"3888",2014,"RR","[55,60)","F",7529,7384,0.0192588657192196
"3889",2014,"RR","[60,65)","F",5403,5431,-0.00518230612622634
"3890",2014,"RR","[65,70)","F",3631,3621,0.00275406224180779
"3891",2014,"RR","[70,75)","F",2370,2414,-0.0185654008438832
"3892",2014,"RR","[75,80)","F",1554,1499,0.0353925353925341
"3893",2014,"RR","[80,85)","F",898,965,-0.0746102449888644
"3894",2014,"RR","[85,90)","F",511,537,-0.0508806262230917
"3895",2014,"RR","90+","F",259,346,-0.335907335907336
"3896",2014,"RR","[0,5)","M",26838,25840,0.0371860794396002
"3897",2014,"RR","[05.10)","M",25975,24546,0.0550144369586145
"3898",2014,"RR","[10,15)","M",26364,25710,0.0248065543923539
"3899",2014,"RR","[15,20)","M",26736,25840,0.033512866546979
"3900",2014,"RR","[20,25)","M",24118,22635,0.0614893440583781
"3901",2014,"RR","[25,30)","M",22655,21869,0.0346943279629213
"3902",2014,"RR","[30,35)","M",21674,20841,0.0384331457045295
"3903",2014,"RR","[35,40)","M",18042,17191,0.0471677197649928
"3904",2014,"RR","[40,45)","M",14722,14426,0.0201059638636082
"3905",2014,"RR","[45,50)","M",12707,12294,0.0325017706775792
"3906",2014,"RR","[50,55)","M",10544,10435,0.0103376327769351
"3907",2014,"RR","[55,60)","M",8127,7945,0.022394487510767
"3908",2014,"RR","[60,65)","M",6049,6212,-0.0269466027442554
"3909",2014,"RR","[65,70)","M",4264,4226,0.00891181988742985
"3910",2014,"RR","[70,75)","M",2568,2646,-0.0303738317757013
"3911",2014,"RR","[75,80)","M",1603,1593,0.00623830318153335
"3912",2014,"RR","[80,85)","M",818,974,-0.190709046454768
"3913",2014,"RR","[85,90)","M",399,403,-0.0100250626566407
"3914",2014,"RR","90+","M",195,235,-0.205128205128205
"3915",2014,"RS","[0,5)","F",335409,331818,0.0107063316726755
"3916",2014,"RS","[05.10)","F",339864,321412,0.054292305157358
"3917",2014,"RS","[10,15)","F",386449,372736,0.0354846305722109
"3918",2014,"RS","[15,20)","F",431565,427321,0.00983397634191756
"3919",2014,"RS","[20,25)","F",435761,428262,0.0172089746443585
"3920",2014,"RS","[25,30)","F",436722,431886,0.0110734059653506
"3921",2014,"RS","[30,35)","F",444950,449949,-0.0112349702213725
"3922",2014,"RS","[35,40)","F",402190,395089,0.0176558343071684
"3923",2014,"RS","[40,45)","F",379827,378469,0.00357531191832101
"3924",2014,"RS","[45,50)","F",395178,390322,0.0122881334487255
"3925",2014,"RS","[50,55)","F",394397,390472,0.00995190125685452
"3926",2014,"RS","[55,60)","F",347205.999999999,343009,0.0120879247478426
"3927",2014,"RS","[60,65)","F",290004,286743,0.0112446724872762
"3928",2014,"RS","[65,70)","F",226975,223104,0.0170547417116428
"3929",2014,"RS","[70,75)","F",167235,164115,0.018656381738272
"3930",2014,"RS","[75,80)","F",126936,124777,0.0170085712485035
"3931",2014,"RS","[80,85)","F",87190,86469,0.00826929693772271
"3932",2014,"RS","[85,90)","F",49509,45633,0.0782887959764883
"3933",2014,"RS","90+","F",28340,21142,0.253987297106563
"3934",2014,"RS","[0,5)","M",351644,346220,0.0154246908805501
"3935",2014,"RS","[05.10)","M",356028,333773,0.0625091284955127
"3936",2014,"RS","[10,15)","M",404343,387169,0.0424738402791695
"3937",2014,"RS","[15,20)","M",445550,440636,0.0110290652003145
"3938",2014,"RS","[20,25)","M",441827,432962,0.0200644143522237
"3939",2014,"RS","[25,30)","M",438324,433757,0.0104192332612403
"3940",2014,"RS","[30,35)","M",437840,442036,-0.00958340946464529
"3941",2014,"RS","[35,40)","M",387855.999999999,380992,0.0176972897157695
"3942",2014,"RS","[40,45)","M",362010,362224,-0.000591143891052412
"3943",2014,"RS","[45,50)","M",367495,364351,0.00855521843834688
"3944",2014,"RS","[50,55)","M",362041,357863,0.0115401294328538
"3945",2014,"RS","[55,60)","M",313052,307686,0.0171409222748938
"3946",2014,"RS","[60,65)","M",253699,250814,0.0113717436805029
"3947",2014,"RS","[65,70)","M",190081,186123,0.0208227019007689
"3948",2014,"RS","[70,75)","M",129725,126059,0.0282597803044905
"3949",2014,"RS","[75,80)","M",87278,84377,0.0332386168335665
"3950",2014,"RS","[80,85)","M",50602,48263,0.0462234694280865
"3951",2014,"RS","[85,90)","M",24343,21058,0.134946391159676
"3952",2014,"RS","90+","M",10372,7794,0.248553798688777
"3953",2014,"SC","[0,5)","F",218043,211388,0.0305215026393875
"3954",2014,"SC","[05.10)","F",214558,200404,0.0659681764371403
"3955",2014,"SC","[10,15)","F",228991,222174,0.0297697289413125
"3956",2014,"SC","[15,20)","F",268439,259206,0.0343951512261631
"3957",2014,"SC","[20,25)","F",282703,268969,0.0485810196566713
"3958",2014,"SC","[25,30)","F",292394,277026,0.0525592180414095
"3959",2014,"SC","[30,35)","F",287127,280840,0.0218962340706377
"3960",2014,"SC","[35,40)","F",257205,245884,0.0440154740382186
"3961",2014,"SC","[40,45)","F",240928,235291,0.0233970314782831
"3962",2014,"SC","[45,50)","F",237956,231472,0.0272487350602629
"3963",2014,"SC","[50,55)","F",222153,216301,0.0263422055970436
"3964",2014,"SC","[55,60)","F",181106,176295,0.0265645533554941
"3965",2014,"SC","[60,65)","F",144973,142378,0.0178998848061357
"3966",2014,"SC","[65,70)","F",107103,104111,0.027935725423191
"3967",2014,"SC","[70,75)","F",75363,73616,0.0231811366320345
"3968",2014,"SC","[75,80)","F",55383,53336,0.0369608002455627
"3969",2014,"SC","[80,85)","F",35225,34823,0.0114123491838189
"3970",2014,"SC","[85,90)","F",19460,17854,0.0825282631038034
"3971",2014,"SC","90+","F",10996,8006,0.271917060749364
"3972",2014,"SC","[0,5)","M",228256,221224,0.0308075143698305
"3973",2014,"SC","[05.10)","M",224286,209278,0.0669145644400452
"3974",2014,"SC","[10,15)","M",238941,231793,0.0299153347479084
"3975",2014,"SC","[15,20)","M",277715,267920,0.0352699710134494
"3976",2014,"SC","[20,25)","M",291068,273978,0.0587148020393862
"3977",2014,"SC","[25,30)","M",302734,285514,0.0568816188469089
"3978",2014,"SC","[30,35)","M",292729,284218,0.0290746731618664
"3979",2014,"SC","[35,40)","M",257368,245536,0.0459730813465545
"3980",2014,"SC","[40,45)","M",237010,231420,0.0235855027214042
"3981",2014,"SC","[45,50)","M",231215,224582,0.0286875851480226
"3982",2014,"SC","[50,55)","M",210841,205027,0.0275752818474585
"3983",2014,"SC","[55,60)","M",170002,164883,0.030111410453994
"3984",2014,"SC","[60,65)","M",132661,130228,0.018339979345851
"3985",2014,"SC","[65,70)","M",94229,90682,0.0376423394071887
"3986",2014,"SC","[70,75)","M",61797,60242,0.02516303380423
"3987",2014,"SC","[75,80)","M",40868,39195,0.0409366741705001
"3988",2014,"SC","[80,85)","M",22596,21722,0.0386794122853601
"3989",2014,"SC","[85,90)","M",10829,9647,0.109151352848833
"3990",2014,"SC","90+","M",4903,3525,0.28105241688762
"3991",2014,"SE","[0,5)","F",83766,81836,0.0230403743762381
"3992",2014,"SE","[05.10)","F",88583,84190,0.0495919081539349
"3993",2014,"SE","[10,15)","F",94174,91343,0.0300613757512689
"3994",2014,"SE","[15,20)","F",104802,102840,0.018721016774489
"3995",2014,"SE","[20,25)","F",102134,98505,0.0355317524037052
"3996",2014,"SE","[25,30)","F",102497,102334,0.00159029044752558
"3997",2014,"SE","[30,35)","F",97312,96932,0.0039049654718847
"3998",2014,"SE","[35,40)","F",87548,85392,0.0246264906108647
"3999",2014,"SE","[40,45)","F",77032,76423,0.00790580537958289
"4000",2014,"SE","[45,50)","F",69532,67525,0.0288644077547031
"4001",2014,"SE","[50,55)","F",57467,57548,-0.00140950458524073
"4002",2014,"SE","[55,60)","F",45831,44615,0.026532259824137
"4003",2014,"SE","[60,65)","F",37217,37124,0.00249885804874136
"4004",2014,"SE","[65,70)","F",28558,28124,0.0151971426570482
"4005",2014,"SE","[70,75)","F",21020,21563,-0.0258325404376784
"4006",2014,"SE","[75,80)","F",15122,14709,0.0273112022219287
"4007",2014,"SE","[80,85)","F",9774.99999999999,10202,-0.0436828644501285
"4008",2014,"SE","[85,90)","F",5505,5528,-0.0041780199818347
"4009",2014,"SE","90+","F",3215.00000000001,3393,-0.0553654743390338
"4010",2014,"SE","[0,5)","M",87567,85555,0.0229766921328808
"4011",2014,"SE","[05.10)","M",92108,87173,0.0535784079558777
"4012",2014,"SE","[10,15)","M",97028,95140,0.0194583006967061
"4013",2014,"SE","[15,20)","M",107137,105337,0.0168009184502089
"4014",2014,"SE","[20,25)","M",99862,97318,0.0254751557148865
"4015",2014,"SE","[25,30)","M",96885,97664,-0.0080404603395777
"4016",2014,"SE","[30,35)","M",89686,90484,-0.00889770978748028
"4017",2014,"SE","[35,40)","M",79136,76863,0.0287227052163364
"4018",2014,"SE","[40,45)","M",68924,69045,-0.0017555568452204
"4019",2014,"SE","[45,50)","M",62633,60541,0.0334009228362042
"4020",2014,"SE","[50,55)","M",50654,50890,-0.00465905950171725
"4021",2014,"SE","[55,60)","M",39424,38645,0.019759537337662
"4022",2014,"SE","[60,65)","M",31061,31090,-0.000933646695211591
"4023",2014,"SE","[65,70)","M",24009,23660,0.0145362155858221
"4024",2014,"SE","[70,75)","M",16173,16636,-0.0286279601805478
"4025",2014,"SE","[75,80)","M",10587,10362,0.0212524794559364
"4026",2014,"SE","[80,85)","M",6080,6482,-0.0661184210526316
"4027",2014,"SE","[85,90)","M",3239,3421,-0.056190182154986
"4028",2014,"SE","90+","M",1732,1953,-0.127598152424943
"4029",2014,"SP","[0,5)","F",1471275,1444475,0.018215493364599
"4030",2014,"SP","[05.10)","F",1459629,1327011,0.0908573342952216
"4031",2014,"SP","[10,15)","F",1548775,1455080,0.0604961986085779
"4032",2014,"SP","[15,20)","F",1673351,1644263,0.0173830834056934
"4033",2014,"SP","[20,25)","F",1712724,1641229,0.0417434449450116
"4034",2014,"SP","[25,30)","F",1893956,1823502,0.0371993858357846
"4035",2014,"SP","[30,35)","F",1941900,1932623,0.00477727998352129
"4036",2014,"SP","[35,40)","F",1799735,1757105,0.0236868205596934
"4037",2014,"SP","[40,45)","F",1619045,1607179,0.00732901185575462
"4038",2014,"SP","[45,50)","F",1526031,1502340,0.015524586328849
"4039",2014,"SP","[50,55)","F",1418275,1395608,0.0159820909203084
"4040",2014,"SP","[55,60)","F",1235001,1214052,0.0169627393014257
"4041",2014,"SP","[60,65)","F",992622,984565,0.00811688638776873
"4042",2014,"SP","[65,70)","F",757432,741024,0.0216626707083932
"4043",2014,"SP","[70,75)","F",543222,538372,0.00892820982949881
"4044",2014,"SP","[75,80)","F",412218,399968,0.0297172855139756
"4045",2014,"SP","[80,85)","F",274683,272445,0.00814757374864844
"4046",2014,"SP","[85,90)","F",161802,147561,0.0880149812734086
"4047",2014,"SP","90+","F",88316,65380,0.25970379093256
"4048",2014,"SP","[0,5)","M",1540814,1509814,0.0201192356767269
"4049",2014,"SP","[05.10)","M",1527670,1376348,0.0990541150903005
"4050",2014,"SP","[10,15)","M",1615989,1512644,0.0639515491751492
"4051",2014,"SP","[15,20)","M",1714546,1682449,0.0187204076181101
"4052",2014,"SP","[20,25)","M",1744474,1666806,0.0445223029979241
"4053",2014,"SP","[25,30)","M",1920265,1841428,0.041055271017281
"4054",2014,"SP","[30,35)","M",1899281,1886933,0.00650140763794275
"4055",2014,"SP","[35,40)","M",1712452,1666330,0.0269333096635696
"4056",2014,"SP","[40,45)","M",1520614,1514095,0.00428708403316029
"4057",2014,"SP","[45,50)","M",1411637,1386431,0.0178558652118076
"4058",2014,"SP","[50,55)","M",1258695,1239076,0.0155867783696603
"4059",2014,"SP","[55,60)","M",1076723,1054294,0.0208307986362317
"4060",2014,"SP","[60,65)","M",843984,836391,0.00899661604959336
"4061",2014,"SP","[65,70)","M",614912,598274,0.0270575301831805
"4062",2014,"SP","[70,75)","M",418188,412305,0.0140678355189542
"4063",2014,"SP","[75,80)","M",290637,277946,0.0436661539996626
"4064",2014,"SP","[80,85)","M",171693,165678,0.0350334608865824
"4065",2014,"SP","[85,90)","M",88207,75813,0.140510390331833
"4066",2014,"SP","90+","M",36982,27036,0.268941647287871
"4067",2014,"TO","[0,5)","F",61399,58954,0.039821495464096
"4068",2014,"TO","[05.10)","F",65176.0000000001,61449,0.0571836258745558
"4069",2014,"TO","[10,15)","F",68058,65574,0.036498280878074
"4070",2014,"TO","[15,20)","F",71478,70471,0.014088250930356
"4071",2014,"TO","[20,25)","F",68363.9999999999,66981,0.020229945585395
"4072",2014,"TO","[25,30)","F",65482,65205,0.0042301701230866
"4073",2014,"TO","[30,35)","F",62922,62368,0.00880455166714379
"4074",2014,"TO","[35,40)","F",56592,55146,0.0255513146734521
"4075",2014,"TO","[40,45)","F",45967.9999999999,45439,0.0115080055690904
"4076",2014,"TO","[45,50)","F",40877,40094,0.0191550260537705
"4077",2014,"TO","[50,55)","F",33352,33039,0.0093847445430561
"4078",2014,"TO","[55,60)","F",27005,26716,0.0107017219033508
"4079",2014,"TO","[60,65)","F",21292,21427,-0.00634040954349051
"4080",2014,"TO","[65,70)","F",16137,15706,0.0267088058499092
"4081",2014,"TO","[70,75)","F",11798,12359,-0.0475504322766566
"4082",2014,"TO","[75,80)","F",8507,8120,0.0454919478076878
"4083",2014,"TO","[80,85)","F",5134,5436,-0.0588235294117655
"4084",2014,"TO","[85,90)","F",2557,2615,-0.0226828314430981
"4085",2014,"TO","90+","F",1462,1578,-0.0793433652530786
"4086",2014,"TO","[0,5)","M",64268,61155,0.0484377917470591
"4087",2014,"TO","[05.10)","M",68265,63401,0.0712517395444227
"4088",2014,"TO","[10,15)","M",70675.9999999999,68524,0.0304488086479136
"4089",2014,"TO","[15,20)","M",74370,73425,0.0127067365873338
"4090",2014,"TO","[20,25)","M",69643,68404,0.0177907327369579
"4091",2014,"TO","[25,30)","M",65441,65839,-0.00608181415320693
"4092",2014,"TO","[30,35)","M",61865,61103,0.0123171421643907
"4093",2014,"TO","[35,40)","M",55697.0000000001,54126,0.0282061870477776
"4094",2014,"TO","[40,45)","M",47390,46309,0.0228107195610882
"4095",2014,"TO","[45,50)","M",41613,40735,0.0210991757383512
"4096",2014,"TO","[50,55)","M",34471,34415,0.00162455397290476
"4097",2014,"TO","[55,60)","M",27733,26948,0.0283056286734219
"4098",2014,"TO","[60,65)","M",22416,22737,-0.0143201284796574
"4099",2014,"TO","[65,70)","M",17067,16981,0.00503896408273361
"4100",2014,"TO","[70,75)","M",12580,13132,-0.0438791732909383
"4101",2014,"TO","[75,80)","M",9003,8665,0.0375430412084859
"4102",2014,"TO","[80,85)","M",5318,5758,-0.0827378713802183
"4103",2014,"TO","[85,90)","M",2634,2646,-0.00455580865603645
"4104",2014,"TO","90+","M",1308,1482,-0.13302752293578
"4105",2015,"AC","[0,5)","F",41713,40923,0.0189389398988332
"4106",2015,"AC","[05.10)","F",43977,37663,0.143575050594629
"4107",2015,"AC","[10,15)","F",45744,40094,0.12351346624694
"4108",2015,"AC","[15,20)","F",43582,43155,0.00979762287182832
"4109",2015,"AC","[20,25)","F",38691,38426,0.00684913804243825
"4110",2015,"AC","[25,30)","F",35314,35034,0.00792886673840322
"4111",2015,"AC","[30,35)","F",34215,33887,0.00958643869647773
"4112",2015,"AC","[35,40)","F",29994,29811,0.00610122024404881
"4113",2015,"AC","[40,45)","F",23952,23741,0.00880928523714005
"4114",2015,"AC","[45,50)","F",19991,19750,0.0120554249412244
"4115",2015,"AC","[50,55)","F",15568,15448,0.00770811921890827
"4116",2015,"AC","[55,60)","F",12685,12685,-1.43396878482133e-16
"4117",2015,"AC","[60,65)","F",9691.99999999999,9848,-0.0160957490713997
"4118",2015,"AC","[65,70)","F",7006,7047,-0.00585212674850155
"4119",2015,"AC","[70,75)","F",5361,5337,0.00447677672076173
"4120",2015,"AC","[75,80)","F",3459,3435,0.00693842150910629
"4121",2015,"AC","[80,85)","F",2109.99999999999,2147,-0.0175355450236991
"4122",2015,"AC","[85,90)","F",1146,1179,-0.0287958115183252
"4123",2015,"AC","90+","F",718,701,0.0236768802228418
"4124",2015,"AC","[0,5)","M",43707,43321,0.00883153728235702
"4125",2015,"AC","[05.10)","M",45852.0000000001,39196,0.145162697374161
"4126",2015,"AC","[10,15)","M",47351,41936,0.114358725264514
"4127",2015,"AC","[15,20)","M",44657,44280,0.00844212553463047
"4128",2015,"AC","[20,25)","M",38495,38035,0.0119496038446546
"4129",2015,"AC","[25,30)","M",35162.9999999999,34772,0.0111196428063575
"4130",2015,"AC","[30,35)","M",33347,32930,0.0125048730020692
"4131",2015,"AC","[35,40)","M",28991,28732,0.00893380704356661
"4132",2015,"AC","[40,45)","M",23611.9999999999,23431,0.00766559376587961
"4133",2015,"AC","[45,50)","M",19599.0000000001,19505,0.00479616306954695
"4134",2015,"AC","[50,55)","M",15359,15284,0.00488313041213656
"4135",2015,"AC","[55,60)","M",12332,12286,0.00373013298735013
"4136",2015,"AC","[60,65)","M",9521,9584,-0.00661695200084025
"4137",2015,"AC","[65,70)","M",7010.99999999999,7048,-0.00527742119526537
"4138",2015,"AC","[70,75)","M",4944,4971,-0.00546116504854369
"4139",2015,"AC","[75,80)","M",3160,3267,-0.0338607594936715
"4140",2015,"AC","[80,85)","M",1960,2028,-0.0346938775510215
"4141",2015,"AC","[85,90)","M",1070,1054,0.0149532710280376
"4142",2015,"AC","90+","M",616,550,0.107142857142857
"4143",2015,"AL","[0,5)","F",130307,127402,0.0222935068722321
"4144",2015,"AL","[05.10)","F",140322,133503,0.0485953734980972
"4145",2015,"AL","[10,15)","F",154895,147346,0.0487362406791703
"4146",2015,"AL","[15,20)","F",165230,166899,-0.0101010712340379
"4147",2015,"AL","[20,25)","F",151101,156033,-0.0326404193221758
"4148",2015,"AL","[25,30)","F",143043,148701,-0.0395545395440526
"4149",2015,"AL","[30,35)","F",138039,140583,-0.018429574250755
"4150",2015,"AL","[35,40)","F",127711,128217,-0.00396207061255434
"4151",2015,"AL","[40,45)","F",110772,110844,-0.000649983750405451
"4152",2015,"AL","[45,50)","F",100712,100640,0.000714909841925346
"4153",2015,"AL","[50,55)","F",83739.0000000001,83568,0.00204205925554488
"4154",2015,"AL","[55,60)","F",69356,69410,-0.000778591614280577
"4155",2015,"AL","[60,65)","F",57693,57711,-0.000311996256044927
"4156",2015,"AL","[65,70)","F",44225,44470,-0.00553985302430686
"4157",2015,"AL","[70,75)","F",32453,33101,-0.0199673373802121
"4158",2015,"AL","[75,80)","F",22963,23265,-0.0131515916909815
"4159",2015,"AL","[80,85)","F",14025,14465,-0.0313725490196082
"4160",2015,"AL","[85,90)","F",7559,7864,-0.0403492525466327
"4161",2015,"AL","90+","F",4735,4928,-0.0407602956705391
"4162",2015,"AL","[0,5)","M",136298,133247,0.0223847745381444
"4163",2015,"AL","[05.10)","M",145935,137107,0.0604926850995304
"4164",2015,"AL","[10,15)","M",158929,152296,0.0417356177915928
"4165",2015,"AL","[15,20)","M",167941,169635,-0.0100868757480306
"4166",2015,"AL","[20,25)","M",146708,153399,-0.0456076014941248
"4167",2015,"AL","[25,30)","M",129101,137804,-0.0674123360779544
"4168",2015,"AL","[30,35)","M",123514,128048,-0.036708389332383
"4169",2015,"AL","[35,40)","M",113330,114861,-0.013509220859437
"4170",2015,"AL","[40,45)","M",96647.0000000001,97778,-0.0117023808292023
"4171",2015,"AL","[45,50)","M",87521,88375,-0.00975765816204061
"4172",2015,"AL","[50,55)","M",72889,73398,-0.00698322106216261
"4173",2015,"AL","[55,60)","M",58588.0000000001,58701,-0.0019287226053108
"4174",2015,"AL","[60,65)","M",47087,47479,-0.0083250153970304
"4175",2015,"AL","[65,70)","M",36777,37289,-0.0139217445686169
"4176",2015,"AL","[70,75)","M",25851,26708,-0.0331515221848284
"4177",2015,"AL","[75,80)","M",16638,17531,-0.0536723163841815
"4178",2015,"AL","[80,85)","M",9148,9904,-0.0826410144293835
"4179",2015,"AL","[85,90)","M",4607,5045,-0.0950727154330376
"4180",2015,"AL","90+","M",2833,3000,-0.0589481115425339
"4181",2015,"AM","[0,5)","F",199451,188429,0.0552616933482406
"4182",2015,"AM","[05.10)","F",195479,181797,0.069992173072297
"4183",2015,"AM","[10,15)","F",190174,188051,0.0111634608306059
"4184",2015,"AM","[15,20)","F",199839,196790,0.0152572821121022
"4185",2015,"AM","[20,25)","F",185547,181514,0.0217357327254025
"4186",2015,"AM","[25,30)","F",172564,168890,0.0212906515843401
"4187",2015,"AM","[30,35)","F",163501,161470,0.0124219423734441
"4188",2015,"AM","[35,40)","F",143339,142183,0.00806479743824081
"4189",2015,"AM","[40,45)","F",116258,115191,0.00917786302878106
"4190",2015,"AM","[45,50)","F",93574,92706,0.00927608096266026
"4191",2015,"AM","[50,55)","F",76345,75951,0.00516078328639784
"4192",2015,"AM","[55,60)","F",60715,60706,0.000148233550193887
"4193",2015,"AM","[60,65)","F",45819,46082,-0.00573997686549344
"4194",2015,"AM","[65,70)","F",32592,33102,-0.015648011782033
"4195",2015,"AM","[70,75)","F",23105,23900,-0.0344081367669319
"4196",2015,"AM","[75,80)","F",15796,16154,-0.0226639655609015
"4197",2015,"AM","[80,85)","F",9732,10221,-0.050246609124538
"4198",2015,"AM","[85,90)","F",5177,5380,-0.0392118987830786
"4199",2015,"AM","90+","F",3550,3624,-0.0208450704225352
"4200",2015,"AM","[0,5)","M",208687,197241,0.0548476905605061
"4201",2015,"AM","[05.10)","M",204280,187261,0.0833121206187573
"4202",2015,"AM","[10,15)","M",198417,195603,0.0141822525287649
"4203",2015,"AM","[15,20)","M",205146,202298,0.0138827956674743
"4204",2015,"AM","[20,25)","M",184458,180343,0.02230860141604
"4205",2015,"AM","[25,30)","M",171876,167737,0.0240813144359882
"4206",2015,"AM","[30,35)","M",162149,158797,0.0206723445719672
"4207",2015,"AM","[35,40)","M",142266,140387,0.0132076532692279
"4208",2015,"AM","[40,45)","M",116007,114883,0.00968907048712528
"4209",2015,"AM","[45,50)","M",97274,96203,0.0110101363159731
"4210",2015,"AM","[50,55)","M",78578,77854,0.00921377484792199
"4211",2015,"AM","[55,60)","M",61059,61085,-0.000425817651779426
"4212",2015,"AM","[60,65)","M",44898,45512,-0.0136754421132339
"4213",2015,"AM","[65,70)","M",30915,31478,-0.0182112243247602
"4214",2015,"AM","[70,75)","M",21700,22559,-0.0395852534562222
"4215",2015,"AM","[75,80)","M",13627,14094,-0.0342701988698904
"4216",2015,"AM","[80,85)","M",7984.00000000001,8385,-0.0502254509018029
"4217",2015,"AM","[85,90)","M",3780,3999,-0.0579365079365084
"4218",2015,"AM","90+","M",2082,2166,-0.0403458213256489
"4219",2015,"AP","[0,5)","F",38922,37083,0.0472483428395261
"4220",2015,"AP","[05.10)","F",39135,34091,0.128887185383927
"4221",2015,"AP","[10,15)","F",40713,35527,0.127379461105789
"4222",2015,"AP","[15,20)","F",40913,39214,0.0415271429618951
"4223",2015,"AP","[20,25)","F",38681,36629,0.0530493006902621
"4224",2015,"AP","[25,30)","F",36402,34398,0.0550519202241626
"4225",2015,"AP","[30,35)","F",34061,32501,0.0458001820263641
"4226",2015,"AP","[35,40)","F",29100,28078,0.0351202749140908
"4227",2015,"AP","[40,45)","F",24016,23373,0.0267738174550294
"4228",2015,"AP","[45,50)","F",18598,18236,0.0194644585439295
"4229",2015,"AP","[50,55)","F",14195.0000000001,13977,0.015357520253614
"4230",2015,"AP","[55,60)","F",11072,10871,0.0181539017341039
"4231",2015,"AP","[60,65)","F",8000,7879,0.015125
"4232",2015,"AP","[65,70)","F",5223,5164,0.0112961899291602
"4233",2015,"AP","[70,75)","F",4034,4094,-0.0148735746157662
"4234",2015,"AP","[75,80)","F",2672,2628,0.016467065868265
"4235",2015,"AP","[80,85)","F",1677,1686,-0.0053667262969564
"4236",2015,"AP","[85,90)","F",852,832,0.0234741784037553
"4237",2015,"AP","90+","F",733,737,-0.00545702592087344
"4238",2015,"AP","[0,5)","M",40800,38903,0.0464950980392159
"4239",2015,"AP","[05.10)","M",40969,35366,0.136761941956113
"4240",2015,"AP","[10,15)","M",42206,37009,0.123134151542434
"4241",2015,"AP","[15,20)","M",40837,39726,0.027205720302666
"4242",2015,"AP","[20,25)","M",38208,36023,0.0571869765494137
"4243",2015,"AP","[25,30)","M",35879,33597,0.0636026645112738
"4244",2015,"AP","[30,35)","M",32511,30719,0.0551198056042573
"4245",2015,"AP","[35,40)","M",27921,26670,0.0448049854947894
"4246",2015,"AP","[40,45)","M",23588,22850,0.0312870951331173
"4247",2015,"AP","[45,50)","M",19077,18428,0.0340200241128069
"4248",2015,"AP","[50,55)","M",14836,14348,0.0328929630628202
"4249",2015,"AP","[55,60)","M",11571,11211,0.0311122634171634
"4250",2015,"AP","[60,65)","M",8156,7947,0.0256253065228052
"4251",2015,"AP","[65,70)","M",5247,5195,0.00991042500476411
"4252",2015,"AP","[70,75)","M",3838,3803,0.00911933298593088
"4253",2015,"AP","[75,80)","M",2364,2353,0.00465313028764997
"4254",2015,"AP","[80,85)","M",1348,1317,0.0229970326409514
"4255",2015,"AP","[85,90)","M",645,635,0.0155038759689922
"4256",2015,"AP","90+","M",416,356,0.144230769230769
"4257",2015,"BA","[0,5)","F",509586,501879,0.0151240418692814
"4258",2015,"BA","[05.10)","F",548625,518896,0.0541881977671457
"4259",2015,"BA","[10,15)","F",603945,583561,0.0337514177615515
"4260",2015,"BA","[15,20)","F",653396,656839,-0.00526939252765497
"4261",2015,"BA","[20,25)","F",639109,657151,-0.0282299263505912
"4262",2015,"BA","[25,30)","F",636821,655264,-0.0289610424279352
"4263",2015,"BA","[30,35)","F",658108.999999999,663596,-0.00833752463497777
"4264",2015,"BA","[35,40)","F",596259,594332,0.00323181704594815
"4265",2015,"BA","[40,45)","F",503190.999999999,500151,0.00604144350753388
"4266",2015,"BA","[45,50)","F",460855,458611,0.00486921048919879
"4267",2015,"BA","[50,55)","F",397149,395527,0.00408410949039292
"4268",2015,"BA","[55,60)","F",338149,336832,0.00389473279530638
"4269",2015,"BA","[60,65)","F",271634,271566,0.000250336850320866
"4270",2015,"BA","[65,70)","F",217774,218529,-0.00346689687474224
"4271",2015,"BA","[70,75)","F",166647,168664,-0.0121034282045283
"4272",2015,"BA","[75,80)","F",124404,127486,-0.0247741230185526
"4273",2015,"BA","[80,85)","F",79318,83097,-0.0476436622204297
"4274",2015,"BA","[85,90)","F",47369,50557,-0.067301399649559
"4275",2015,"BA","90+","F",31987,35025,-0.0949760840341381
"4276",2015,"BA","[0,5)","M",533582,524613,0.016809037786132
"4277",2015,"BA","[05.10)","M",572562,535253,0.0651615021604653
"4278",2015,"BA","[10,15)","M",625828,605371,0.0326878950766029
