"","Ano","UF","classe","Sexo","Valor_Proj","Valor_Aferido","Comparativo"
"1307",2012,"ES","[70,75)","F",38656,37768,0.0229718543046358
"1308",2012,"ES","[75,80)","F",29173,28607,0.0194015013882708
"1309",2012,"ES","[80,85)","F",19345,19394,-0.00253295425174445
"1310",2012,"ES","[85,90)","F",10464,9809,0.062595565749236
"1311",2012,"ES","90+","F",5981,5318,0.110851028256144
"1312",2012,"ES","[0,5)","M",137744,126927,0.0785297363224531
"1313",2012,"ES","[05.10)","M",141132,129852,0.0799251764305756
"1314",2012,"ES","[10,15)","M",153322,147174,0.0400986159846597
"1315",2012,"ES","[15,20)","M",154015,152613,0.00910300944713215
"1316",2012,"ES","[20,25)","M",161407,154840,0.0406859677709147
"1317",2012,"ES","[25,30)","M",166496,161230,0.0316283874687677
"1318",2012,"ES","[30,35)","M",157265,156349,0.00582456363462908
"1319",2012,"ES","[35,40)","M",136050,131263,0.0351855935317904
"1320",2012,"ES","[40,45)","M",123112,122859,0.00205503931379498
"1321",2012,"ES","[45,50)","M",115899,113450,0.0211304670445824
"1322",2012,"ES","[50,55)","M",103086,100686,0.0232815319248011
"1323",2012,"ES","[55,60)","M",85479,83613,0.0218299231390171
"1324",2012,"ES","[60,65)","M",62614,61224,0.0221995080972302
"1325",2012,"ES","[65,70)","M",43117,42742,0.00869726557970241
"1326",2012,"ES","[70,75)","M",31450,30487,0.0306200317965036
"1327",2012,"ES","[75,80)","M",22259,21797,0.020755649400242
"1328",2012,"ES","[80,85)","M",13835,13604,0.0166967835200578
"1329",2012,"ES","[85,90)","M",6795,6253,0.0797645327446653
"1330",2012,"ES","90+","M",3111,2746,0.117325618772098
"1331",2012,"GO","[0,5)","F",229530,213324,0.0706051496536402
"1332",2012,"GO","[05.10)","F",238785,225855,0.0541491299704758
"1333",2012,"GO","[10,15)","F",257717,248742,0.0348250212442328
"1334",2012,"GO","[15,20)","F",271334,266111,0.0192493384537139
"1335",2012,"GO","[20,25)","F",280413,268164,0.0436819976249306
"1336",2012,"GO","[25,30)","F",287965,276666,0.0392374073238075
"1337",2012,"GO","[30,35)","F",282740,279240,0.01237886397397
"1338",2012,"GO","[35,40)","F",257608,251040,0.0254961026055085
"1339",2012,"GO","[40,45)","F",231829,229329,0.0107838104810012
"1340",2012,"GO","[45,50)","F",205600,201140,0.0216926070038908
"1341",2012,"GO","[50,55)","F",172209,167443,0.0276756731645846
"1342",2012,"GO","[55,60)","F",138315,135249,0.022166793189459
"1343",2012,"GO","[60,65)","F",106937,105382,0.0145412719638664
"1344",2012,"GO","[65,70)","F",78782,78803,-0.000266558350891782
"1345",2012,"GO","[70,75)","F",58461,56822,0.0280357845401206
"1346",2012,"GO","[75,80)","F",39844,38891,0.0239182812970587
"1347",2012,"GO","[80,85)","F",23102,23353,-0.010864860185265
"1348",2012,"GO","[85,90)","F",11600,11312,0.024827586206897
"1349",2012,"GO","90+","F",6198,6101,0.0156502097450791
"1350",2012,"GO","[0,5)","M",239853,221495,0.076538546526414
"1351",2012,"GO","[05.10)","M",249626,234676,0.0598895948338716
"1352",2012,"GO","[10,15)","M",267966,259572,0.0313248695730053
"1353",2012,"GO","[15,20)","M",275415,269780,0.0204600330410478
"1354",2012,"GO","[20,25)","M",284561,271435,0.0461271924121713
"1355",2012,"GO","[25,30)","M",288975,276204,0.044194134440694
"1356",2012,"GO","[30,35)","M",277419,273560,0.0139103666295393
"1357",2012,"GO","[35,40)","M",249053,240620,0.0338602626750125
"1358",2012,"GO","[40,45)","M",223025,221923,0.00494115009528158
"1359",2012,"GO","[45,50)","M",196112,190422,0.0290140327975855
"1360",2012,"GO","[50,55)","M",162210,157783,0.027291782257567
"1361",2012,"GO","[55,60)","M",128518,124922,0.0279805163479046
"1362",2012,"GO","[60,65)","M",98938,97908,0.0104105601487799
"1363",2012,"GO","[65,70)","M",73476,72920,0.00756709673907087
"1364",2012,"GO","[70,75)","M",53650,52662,0.0184156570363464
"1365",2012,"GO","[75,80)","M",35028,34035,0.0283487495717718
"1366",2012,"GO","[80,85)","M",19555,19603,-0.00245461518793148
"1367",2012,"GO","[85,90)","M",9414.00000000001,8988,0.0452517527087322
"1368",2012,"GO","90+","M",4539,4391,0.032606300947346
"1369",2012,"MA","[0,5)","F",312040,296781,0.0489007819510317
"1370",2012,"MA","[05.10)","F",347188,326961,0.0582595020565227
"1371",2012,"MA","[10,15)","F",347751,347465,0.000822427541546033
"1372",2012,"MA","[15,20)","F",347163,349870,-0.00779748993988448
"1373",2012,"MA","[20,25)","F",329689,331154,-0.00444358167849059
"1374",2012,"MA","[25,30)","F",312784,315672,-0.00923320885978822
"1375",2012,"MA","[30,35)","F",274689,276855,-0.00788528117252623
"1376",2012,"MA","[35,40)","F",223701,219561,0.0185068461920145
"1377",2012,"MA","[40,45)","F",190486,191809,-0.00694539231229515
"1378",2012,"MA","[45,50)","F",167746,167728,0.000107305092222939
"1379",2012,"MA","[50,55)","F",142129,138859,0.0230072680452265
"1380",2012,"MA","[55,60)","F",119833,120883,-0.00876219405339158
"1381",2012,"MA","[60,65)","F",96017,96823,-0.00839434683441489
"1382",2012,"MA","[65,70)","F",74187,75092,-0.012198902772723
"1383",2012,"MA","[70,75)","F",58240.9999999999,58172,0.00118473240500578
"1384",2012,"MA","[75,80)","F",40778,40965,-0.00458580607190116
"1385",2012,"MA","[80,85)","F",24270,25972,-0.0701277297074579
"1386",2012,"MA","[85,90)","F",13451,14357,-0.0673555869452081
"1387",2012,"MA","90+","F",10887,11256,-0.0338936346100858
"1388",2012,"MA","[0,5)","M",325077,307811,0.0531135700157194
"1389",2012,"MA","[05.10)","M",359704,339589,0.0559209794720105
"1390",2012,"MA","[10,15)","M",358291,361262,-0.00829214242054594
"1391",2012,"MA","[15,20)","M",354001,353599,0.00113559001245759
"1392",2012,"MA","[20,25)","M",326040,330343,-0.0131977671451356
"1393",2012,"MA","[25,30)","M",302417,308348,-0.0196119927120495
"1394",2012,"MA","[30,35)","M",262798,266862,-0.0154643490437518
"1395",2012,"MA","[35,40)","M",213455,210108,0.0156801199316016
"1396",2012,"MA","[40,45)","M",181007,184364,-0.0185462440679095
"1397",2012,"MA","[45,50)","M",156816,154727,0.0133213447607389
"1398",2012,"MA","[50,55)","M",130920,129820,0.0084020776046445
"1399",2012,"MA","[55,60)","M",108476,107463,0.00933847118256626
"1400",2012,"MA","[60,65)","M",88716.9999999999,91978,-0.036757329485894
"1401",2012,"MA","[65,70)","M",69933,70532,-0.00856534111220803
"1402",2012,"MA","[70,75)","M",53128,54288,-0.0218340611353713
"1403",2012,"MA","[75,80)","M",36550,36841,-0.00796169630642915
"1404",2012,"MA","[80,85)","M",20893,22933,-0.0976403580146459
"1405",2012,"MA","[85,90)","M",10352,11280,-0.0896445131375582
"1406",2012,"MA","90+","M",7225,7461,-0.0326643598615918
"1407",2012,"MG","[0,5)","F",640599,617871,0.0354792935986475
"1408",2012,"MG","[05.10)","F",697158.999999999,667096,0.0431221572123423
"1409",2012,"MG","[10,15)","F",803039,785612,0.0217013121405061
"1410",2012,"MG","[15,20)","F",859123.999999999,853932,0.00604336510212661
"1411",2012,"MG","[20,25)","F",864535,853515,0.0127467366850385
"1412",2012,"MG","[25,30)","F",866697,844232,0.0259202466375218
"1413",2012,"MG","[30,35)","F",839150.000000001,848812,-0.0115140320562467
"1414",2012,"MG","[35,40)","F",759868.000000001,737009,0.030082856496129
"1415",2012,"MG","[40,45)","F",714000.999999999,714503,-0.000703080247787584
"1416",2012,"MG","[45,50)","F",690945,682104,0.0127955191802531
"1417",2012,"MG","[50,55)","F",624922,610550,0.0229980701591562
"1418",2012,"MG","[55,60)","F",523756,517968,0.0110509473877147
"1419",2012,"MG","[60,65)","F",414820,407792,0.0169422882213976
"1420",2012,"MG","[65,70)","F",316721,316542,0.00056516618727542
"1421",2012,"MG","[70,75)","F",247422,241259,0.0249088601660321
"1422",2012,"MG","[75,80)","F",183545,182141,0.00764935029556784
"1423",2012,"MG","[80,85)","F",120470,121627,-0.00960405080102894
"1424",2012,"MG","[85,90)","F",65955.0000000001,63808,0.0325524979152461
"1425",2012,"MG","90+","F",37968,35591,0.0626053518752636
"1426",2012,"MG","[0,5)","M",671026,640760,0.0451040645220897
"1427",2012,"MG","[05.10)","M",728501.999999999,690893,0.0516251156482747
"1428",2012,"MG","[10,15)","M",834714,813815,0.0250373181712543
"1429",2012,"MG","[15,20)","M",879233,871521,0.0087712813327069
"1430",2012,"MG","[20,25)","M",879939,865658,0.0162295340927039
"1431",2012,"MG","[25,30)","M",870996,850213,0.0238611887999486
"1432",2012,"MG","[30,35)","M",827413,833798,-0.00771682340016441
"1433",2012,"MG","[35,40)","M",733724,711423,0.0303942626927838
"1434",2012,"MG","[40,45)","M",681751,685053,-0.00484341057072088
"1435",2012,"MG","[45,50)","M",651845,639414,0.0190704845477065
"1436",2012,"MG","[50,55)","M",583913,571879,0.0206092345948799
"1437",2012,"MG","[55,60)","M",481850,473522,0.0172833869461442
"1438",2012,"MG","[60,65)","M",373025,368601,0.0118597949199118
"1439",2012,"MG","[65,70)","M",275699,272707,0.010852415133896
"1440",2012,"MG","[70,75)","M",204265,199496,0.0233471226103343
"1441",2012,"MG","[75,80)","M",141880,138223,0.0257753030730193
"1442",2012,"MG","[80,85)","M",84520,84105,0.00491008045433085
"1443",2012,"MG","[85,90)","M",40854,38818,0.049836001370735
"1444",2012,"MG","90+","M",19359,17760,0.0825972415930578
"1445",2012,"MS","[0,5)","F",100519,96682,0.03817188790179
"1446",2012,"MS","[05.10)","F",100047,95320,0.0472477935370379
"1447",2012,"MS","[10,15)","F",105991,103200,0.026332424451133
"1448",2012,"MS","[15,20)","F",113057,113391,-0.00295426200942848
"1449",2012,"MS","[20,25)","F",111414,108456,0.0265496257202864
"1450",2012,"MS","[25,30)","F",111039,108323,0.0244598744585236
"1451",2012,"MS","[30,35)","F",106942,106677,0.00247797871743508
"1452",2012,"MS","[35,40)","F",96918,94324,0.0267648940341321
"1453",2012,"MS","[40,45)","F",89002,88815,0.00210107638030557
"1454",2012,"MS","[45,50)","F",83175,82120,0.0126840997896008
"1455",2012,"MS","[50,55)","F",71577,69635,0.0271316204926165
"1456",2012,"MS","[55,60)","F",57270,56933,0.00588440719399299
"1457",2012,"MS","[60,65)","F",43923.0000000001,42829,0.0249072240056475
"1458",2012,"MS","[65,70)","F",32776,32902,-0.00384427629973017
"1459",2012,"MS","[70,75)","F",24523,23562,0.0391877013415983
"1460",2012,"MS","[75,80)","F",16945,16691,0.0149896724697551
"1461",2012,"MS","[80,85)","F",10413,10315,0.00941131278209947
"1462",2012,"MS","[85,90)","F",5434,5333,0.018586676481414
"1463",2012,"MS","90+","F",3137,3046,0.0290086069493158
"1464",2012,"MS","[0,5)","M",105227,99996,0.049711575926331
"1465",2012,"MS","[05.10)","M",104759,99845,0.0469076642579631
"1466",2012,"MS","[10,15)","M",110361,107474,0.0261596034831149
"1467",2012,"MS","[15,20)","M",115767,115641,0.00108839306538183
"1468",2012,"MS","[20,25)","M",113903,110460,0.0302274742544092
"1469",2012,"MS","[25,30)","M",111269,108451,0.0253260117373211
"1470",2012,"MS","[30,35)","M",104491,104383,0.00103358183958441
"1471",2012,"MS","[35,40)","M",94070,91576,0.0265121717869669
"1472",2012,"MS","[40,45)","M",86057,85862,0.00226594001650019
"1473",2012,"MS","[45,50)","M",79409.0000000001,77885,0.0191917792693536
"1474",2012,"MS","[50,55)","M",67834.0000000001,66041,0.0264321726567808
"1475",2012,"MS","[55,60)","M",54334.0000000001,53655,0.0124967791806249
"1476",2012,"MS","[60,65)","M",41482,40644,0.0202015331951211
"1477",2012,"MS","[65,70)","M",30588,30713,-0.00408656989669127
"1478",2012,"MS","[70,75)","M",22913,22136,0.0339108802863002
"1479",2012,"MS","[75,80)","M",15424,15022,0.0260632780082984
"1480",2012,"MS","[80,85)","M",8911,9037,-0.0141398271798898
"1481",2012,"MS","[85,90)","M",4354,4158,0.0450160771704178
"1482",2012,"MS","90+","M",2187,2078,0.0498399634202099
"1483",2012,"MT","[0,5)","F",126944,119592,0.0579153012351901
"1484",2012,"MT","[05.10)","F",133119,123338,0.0734756120463643
"1485",2012,"MT","[10,15)","F",134886,130385,0.0333689189389563
"1486",2012,"MT","[15,20)","F",141283,142442,-0.00820339318955592
"1487",2012,"MT","[20,25)","F",142707,137644,0.0354782876803519
"1488",2012,"MT","[25,30)","F",143324,139923,0.0237294521503724
"1489",2012,"MT","[30,35)","F",137917,137798,0.000862837793745724
"1490",2012,"MT","[35,40)","F",123965,121421,0.020521921510104
"1491",2012,"MT","[40,45)","F",110154,109585,0.00516549557891718
"1492",2012,"MT","[45,50)","F",96464,95234,0.0127508707911758
"1493",2012,"MT","[50,55)","F",79258,77258,0.0252340457745592
"1494",2012,"MT","[55,60)","F",61120,60977,0.00233965968586316
"1495",2012,"MT","[60,65)","F",45202,44283,0.020330958807132
"1496",2012,"MT","[65,70)","F",32382,32421,-0.00120437279970331
"1497",2012,"MT","[70,75)","F",22836,22306,0.023208968295674
"1498",2012,"MT","[75,80)","F",14836,14513,0.0217713669452683
"1499",2012,"MT","[80,85)","F",8398.00000000001,8510,-0.0133365086925452
"1500",2012,"MT","[85,90)","F",3946,3915,0.00785605676634464
"1501",2012,"MT","90+","F",2407,2228,0.0743664312422102
"1502",2012,"MT","[0,5)","M",132700,123928,0.0661039939713642
"1503",2012,"MT","[05.10)","M",138966,128439,0.0757523422995557
"1504",2012,"MT","[10,15)","M",141415,137259,0.0293886787115931
"1505",2012,"MT","[15,20)","M",146256,147237,-0.00670741713160506
"1506",2012,"MT","[20,25)","M",147570,141879,0.0385647489327105
"1507",2012,"MT","[25,30)","M",148524,145161,0.0226428052031993
"1508",2012,"MT","[30,35)","M",141022,139366,0.0117428486335465
"1509",2012,"MT","[35,40)","M",126059,122790,0.0259323015413422
"1510",2012,"MT","[40,45)","M",113659,113442,0.00190921968343957
"1511",2012,"MT","[45,50)","M",101501,100209,0.0127289386311468
"1512",2012,"MT","[50,55)","M",84329,82498,0.0217125781166623
"1513",2012,"MT","[55,60)","M",65403,64277,0.0172163356420966
"1514",2012,"MT","[60,65)","M",48044,47371,0.0140079926733829
"1515",2012,"MT","[65,70)","M",34509,34585,-0.0022023240314121
"1516",2012,"MT","[70,75)","M",24379,24032,0.0142335616719306
"1517",2012,"MT","[75,80)","M",15445,15037,0.0264163159598581
"1518",2012,"MT","[80,85)","M",8491,8697,-0.0242609822164645
"1519",2012,"MT","[85,90)","M",3842,3713,0.0335762623633529
"1520",2012,"MT","90+","M",1886,1885,0.000530222693531524
"1521",2012,"PA","[0,5)","F",375064,346268,0.0767762301900481
"1522",2012,"PA","[05.10)","F",399823,376554,0.0581982527268316
"1523",2012,"PA","[10,15)","F",411668,401568,0.024534333492037
"1524",2012,"PA","[15,20)","F",402489,403927,-0.00357276844833128
"1525",2012,"PA","[20,25)","F",381713,375011,0.017557693869477
"1526",2012,"PA","[25,30)","F",367241,362274,0.0135251782889176
"1527",2012,"PA","[30,35)","F",330998,333315,-0.00700004229632719
"1528",2012,"PA","[35,40)","F",276877,270654,0.0224756841485569
"1529",2012,"PA","[40,45)","F",230902,230728,0.000753566448103776
"1530",2012,"PA","[45,50)","F",189705,187731,0.0104056297936269
"1531",2012,"PA","[50,55)","F",156539,154228,0.0147630941810028
"1532",2012,"PA","[55,60)","F",127338,127243,0.000746045956430916
"1533",2012,"PA","[60,65)","F",95817,94973,0.00880845778932787
"1534",2012,"PA","[65,70)","F",72613,73707,-0.0150661727238928
"1535",2012,"PA","[70,75)","F",53490,52273,0.0227519162460278
"1536",2012,"PA","[75,80)","F",35651,36232,-0.016296878067936
"1537",2012,"PA","[80,85)","F",21868,22579,-0.032513261386501
"1538",2012,"PA","[85,90)","F",11633,11948,-0.0270781397747788
"1539",2012,"PA","90+","F",7886,8574,-0.0872432158255132
"1540",2012,"PA","[0,5)","M",391819,361323,0.0778318560355672
"1541",2012,"PA","[05.10)","M",416468,389940,0.0636975710018534
"1542",2012,"PA","[10,15)","M",428426,419215,0.0214996288740646
"1543",2012,"PA","[15,20)","M",412303,411498,0.00195244759315358
"1544",2012,"PA","[20,25)","M",383982.000000001,376852,0.0185685787354629
"1545",2012,"PA","[25,30)","M",364664,360778,0.0106563850558322
"1546",2012,"PA","[30,35)","M",330115,334134,-0.0121745452342362
"1547",2012,"PA","[35,40)","M",279934,270957,0.0320682732358342
"1548",2012,"PA","[40,45)","M",236750,239561,-0.0118732840549101
"1549",2012,"PA","[45,50)","M",195518,190079,0.0278184105811227
"1550",2012,"PA","[50,55)","M",159455,159646,-0.00119783010880831
"1551",2012,"PA","[55,60)","M",128229,125367,0.0223194441195049
"1552",2012,"PA","[60,65)","M",96559,97522,-0.00997317702130304
"1553",2012,"PA","[65,70)","M",71937,72163,-0.00314163782198252
"1554",2012,"PA","[70,75)","M",50729,50661,0.00134045614934301
"1555",2012,"PA","[75,80)","M",32416,32280,0.00419545903257729
"1556",2012,"PA","[80,85)","M",18146,19232,-0.0598479003637163
"1557",2012,"PA","[85,90)","M",8354.99999999999,8607,-0.0301615798922807
"1558",2012,"PA","90+","M",5014,5240,-0.0450737933785403
"1559",2012,"PB","[0,5)","F",139345,140321,-0.00700419821306828
"1560",2012,"PB","[05.10)","F",156757,147815,0.0570437045873553
"1561",2012,"PB","[10,15)","F",170781,164058,0.0393662058425698
"1562",2012,"PB","[15,20)","F",175821,177432,-0.00916272800177453
"1563",2012,"PB","[20,25)","F",175477,173193,0.0130159508083677
"1564",2012,"PB","[25,30)","F",171092,170560,0.00310943819699326
"1565",2012,"PB","[30,35)","F",160793,161408,-0.00382479336787049
"1566",2012,"PB","[35,40)","F",143308,142203,0.00771066514081559
"1567",2012,"PB","[40,45)","F",131983,128466,0.0266473712523591
"1568",2012,"PB","[45,50)","F",120322,120169,0.00127158790578566
"1569",2012,"PB","[50,55)","F",100255,97565,0.0268315794723462
"1570",2012,"PB","[55,60)","F",84272,84400,-0.00151889120941764
"1571",2012,"PB","[60,65)","F",74973,75002,-0.000386805916797102
"1572",2012,"PB","[65,70)","F",60846,59440,0.0231075173388559
"1573",2012,"PB","[70,75)","F",50338,49807,0.0105486908498556
"1574",2012,"PB","[75,80)","F",35802,35608,0.00541869169320089
"1575",2012,"PB","[80,85)","F",23268,25309,-0.0877170362729926
"1576",2012,"PB","[85,90)","F",15217,15317,-0.00657159755536595
"1577",2012,"PB","90+","F",8496,9259,-0.0898069679849339
"1578",2012,"PB","[0,5)","M",146231,146586,-0.00242766581641396
"1579",2012,"PB","[05.10)","M",163437,153842,0.0587076365816795
"1580",2012,"PB","[10,15)","M",176564,170350,0.0351940372895944
"1581",2012,"PB","[15,20)","M",179213,181586,-0.0132412269199219
"1582",2012,"PB","[20,25)","M",172164,170385,0.0103331706977065
"1583",2012,"PB","[25,30)","M",163716,164277,-0.00342666568936487
"1584",2012,"PB","[30,35)","M",151306,152233,-0.00612665723765085
"1585",2012,"PB","[35,40)","M",132402,131712,0.0052114016404586
"1586",2012,"PB","[40,45)","M",119809,117640,0.018103815239255
"1587",2012,"PB","[45,50)","M",108872,108067,0.00739400396796238
"1588",2012,"PB","[50,55)","M",88135,85623,0.0285017303001083
"1589",2012,"PB","[55,60)","M",70005,69873,0.00188557960145642
"1590",2012,"PB","[60,65)","M",60655,60549,0.00174758882202609
"1591",2012,"PB","[65,70)","M",48334,47069,0.0261720527992713
"1592",2012,"PB","[70,75)","M",37705,37806,-0.00267868982893554
"1593",2012,"PB","[75,80)","M",25575,25473,0.00398826979472098
"1594",2012,"PB","[80,85)","M",16027,17055,-0.0641417607786858
"1595",2012,"PB","[85,90)","M",10506,10629,-0.0117075956596231
"1596",2012,"PB","90+","M",5571,5864,-0.0525937892658408
"1597",2012,"PE","[0,5)","F",353849,331160,0.0641205712041006
"1598",2012,"PE","[05.10)","F",374135,350837,0.0622716399160738
"1599",2012,"PE","[10,15)","F",407824,396875,0.0268473655302279
"1600",2012,"PE","[15,20)","F",412865,411841,0.00248022961500775
"1601",2012,"PE","[20,25)","F",413316.000000001,408770,0.0109988483388026
"1602",2012,"PE","[25,30)","F",410274,404816,0.0133033046208147
"1603",2012,"PE","[30,35)","F",388104,389726,-0.00417929214849718
"1604",2012,"PE","[35,40)","F",351464,348042,0.00973641681651573
"1605",2012,"PE","[40,45)","F",319484,315390,0.0128144132413513
"1606",2012,"PE","[45,50)","F",286214,283856,0.00823859070485559
"1607",2012,"PE","[50,55)","F",242892,239683,0.0132116331538303
"1608",2012,"PE","[55,60)","F",202707,201151,0.00767610393326328
"1609",2012,"PE","[60,65)","F",170514,169484,0.00604055971943687
"1610",2012,"PE","[65,70)","F",134479,133367,0.0082689490552424
"1611",2012,"PE","[70,75)","F",105458,103268,0.0207665610954124
"1612",2012,"PE","[75,80)","F",73858,72591,0.0171545397925753
"1613",2012,"PE","[80,85)","F",46748,49213,-0.0527295285359811
"1614",2012,"PE","[85,90)","F",27931,26983,0.0339407826429399
"1615",2012,"PE","90+","F",15101,15813,-0.0471491954175223
"1616",2012,"PE","[0,5)","M",369589,343621,0.0702618313856748
"1617",2012,"PE","[05.10)","M",388329,362001,0.0677981814389351
"1618",2012,"PE","[10,15)","M",420342,411746,0.0204500145119922
"1619",2012,"PE","[15,20)","M",418063.000000001,416245,0.00434862688159593
"1620",2012,"PE","[20,25)","M",402531.999999999,398974,0.00883904882096173
"1621",2012,"PE","[25,30)","M",387970,384973,0.00772482408433642
"1622",2012,"PE","[30,35)","M",359207,363730,-0.0125916254415991
"1623",2012,"PE","[35,40)","M",318442,314502,0.0123727397767891
"1624",2012,"PE","[40,45)","M",283257,282830,0.00150746495232368
"1625",2012,"PE","[45,50)","M",249051,244708,0.0174381953896976
"1626",2012,"PE","[50,55)","M",206595,204844,0.00847551973668302
"1627",2012,"PE","[55,60)","M",163987,161100,0.0176050540591629
"1628",2012,"PE","[60,65)","M",134837,134927,-0.000667472578001587
"1629",2012,"PE","[65,70)","M",103737,103026,0.00685387084646751
"1630",2012,"PE","[70,75)","M",76532.0000000001,75714,0.0106883395181108
"1631",2012,"PE","[75,80)","M",50361.9999999999,49828,0.0106032325960039
"1632",2012,"PE","[80,85)","M",30405,31784,-0.0453543825028773
"1633",2012,"PE","[85,90)","M",17692,17342,0.0197829527470041
"1634",2012,"PE","90+","M",8288,8656,-0.0444015444015439
"1635",2012,"PI","[0,5)","F",122921,118020,0.0398711367463659
"1636",2012,"PI","[05.10)","F",137021,128340,0.0633552521146396
"1637",2012,"PI","[10,15)","F",153030,144801,0.0537737698490496
"1638",2012,"PI","[15,20)","F",151130,153718,-0.0171243300469798
"1639",2012,"PI","[20,25)","F",150315,150509,-0.00129062302498146
"1640",2012,"PI","[25,30)","F",144033,147158,-0.0216964167933735
"1641",2012,"PI","[30,35)","F",133090,132864,0.00169809903073087
"1642",2012,"PI","[35,40)","F",114676,113748,0.00809236457497671
"1643",2012,"PI","[40,45)","F",101623,100165,0.0143471458232883
"1644",2012,"PI","[45,50)","F",93383,94494,-0.0118972403970747
"1645",2012,"PI","[50,55)","F",81163,79046,0.0260833138252652
"1646",2012,"PI","[55,60)","F",69128,67070,0.0297708598541842
"1647",2012,"PI","[60,65)","F",56736,58265,-0.026949379582628
"1648",2012,"PI","[65,70)","F",43657,44517,-0.0196990173397168
"1649",2012,"PI","[70,75)","F",34940,33880,0.0303377218088151
"1650",2012,"PI","[75,80)","F",25027,25131,-0.00415551204698969
"1651",2012,"PI","[80,85)","F",15973,17051,-0.0674888874976522
"1652",2012,"PI","[85,90)","F",9170,9688,-0.0564885496183202
"1653",2012,"PI","90+","F",4649,5317,-0.143686814368681
"1654",2012,"PI","[0,5)","M",128489,123043,0.0423849512409622
"1655",2012,"PI","[05.10)","M",141954,133712,0.0580610620341809
"1656",2012,"PI","[10,15)","M",158697,151555,0.0450040013358798
"1657",2012,"PI","[15,20)","M",155209,157022,-0.0116810236519788
"1658",2012,"PI","[20,25)","M",147002,148431,-0.00972095617746697
"1659",2012,"PI","[25,30)","M",137391,141188,-0.0276364536250551
"1660",2012,"PI","[30,35)","M",124905,126053,-0.00919098514871396
"1661",2012,"PI","[35,40)","M",106673,106505,0.00157490648992621
"1662",2012,"PI","[40,45)","M",93876,92981,0.00953385316800932
"1663",2012,"PI","[45,50)","M",85138,85863,-0.00851558645962973
"1664",2012,"PI","[50,55)","M",72392,71043,0.0186346557630677
"1665",2012,"PI","[55,60)","M",59541,57668,0.0314573151273913
"1666",2012,"PI","[60,65)","M",49239.9999999999,51175,-0.0392973192526412
"1667",2012,"PI","[65,70)","M",38806,39537,-0.0188372932020831
"1668",2012,"PI","[70,75)","M",29613,29443,0.00574072198021164
"1669",2012,"PI","[75,80)","M",20018,20036,-0.00089919072834449
"1670",2012,"PI","[80,85)","M",12129,13453,-0.109159864786875
"1671",2012,"PI","[85,90)","M",6735,7272,-0.0797327394209347
"1672",2012,"PI","90+","M",3162,3698,-0.169512966476913
"1673",2012,"PR","[0,5)","F",366286,354577,0.0319668237388269
"1674",2012,"PR","[05.10)","F",380693,364730,0.0419314250590362
"1675",2012,"PR","[10,15)","F",433251,418869,0.0331955379214366
"1676",2012,"PR","[15,20)","F",463600,461447,0.00464408973252704
"1677",2012,"PR","[20,25)","F",459012,451399,0.0165856230338215
"1678",2012,"PR","[25,30)","F",450512,440485,0.0222568988173448
"1679",2012,"PR","[30,35)","F",439109,440408,-0.0029582632102738
"1680",2012,"PR","[35,40)","F",415360,406059,0.0223926232665628
"1681",2012,"PR","[40,45)","F",402080,400640,0.00358137684042948
"1682",2012,"PR","[45,50)","F",382279,377096,0.0135581604011719
"1683",2012,"PR","[50,55)","F",334398,327175,0.0216000095694351
"1684",2012,"PR","[55,60)","F",278650,277848,0.00287816256953209
"1685",2012,"PR","[60,65)","F",222302,216906,0.024273285890365
"1686",2012,"PR","[65,70)","F",167338,167255,0.000496002103527167
"1687",2012,"PR","[70,75)","F",124283,119720,0.036714594916441
"1688",2012,"PR","[75,80)","F",87882,86977,0.0102978994560892
"1689",2012,"PR","[80,85)","F",55698,54689,0.0181155517253761
"1690",2012,"PR","[85,90)","F",28493,26773,0.0603657038570879
"1691",2012,"PR","90+","F",13477,12579,0.0666320397714631
"1692",2012,"PR","[0,5)","M",383784,368365,0.0401762449711305
"1693",2012,"PR","[05.10)","M",398029,377428,0.0517575352549694
"1694",2012,"PR","[10,15)","M",451941,435701,0.0359338940259909
"1695",2012,"PR","[15,20)","M",476653,474800,0.00388752404789289
"1696",2012,"PR","[20,25)","M",462727,453539,0.0198562003081732
"1697",2012,"PR","[25,30)","M",445715,436528,0.0206118259425875
"1698",2012,"PR","[30,35)","M",424484,426468,-0.00467390997069342
"1699",2012,"PR","[35,40)","M",395943,386118,0.024814177798319
"1700",2012,"PR","[40,45)","M",380102,380090,3.15704731889288e-05
"1701",2012,"PR","[45,50)","M",354598.999999999,348912,0.0160378342860511
"1702",2012,"PR","[50,55)","M",304282,297930,0.0208753721876419
"1703",2012,"PR","[55,60)","M",250204,247783,0.00967610429889187
"1704",2012,"PR","[60,65)","M",197996,193152,0.0244651407099129
"1705",2012,"PR","[65,70)","M",146567,145577,0.00675459005096645
"1706",2012,"PR","[70,75)","M",106519,103024,0.0328110477942904
"1707",2012,"PR","[75,80)","M",70812,68326,0.0351070440038406
"1708",2012,"PR","[80,85)","M",40592,40038,0.0136480094599925
"1709",2012,"PR","[85,90)","M",19009,17094,0.100741753906045
"1710",2012,"PR","90+","M",7526,6776,0.0996545309593409
"1711",2012,"RJ","[0,5)","F",519593.999999999,499299,0.0390593424866328
"1712",2012,"RJ","[05.10)","F",535866,512029,0.0444831357093011
"1713",2012,"RJ","[10,15)","F",617397,610605,0.0110010252722322
